id,Order,Title,Content,Author,Date,Languages
689,5,"3D printers","The idea behind <a href=""http://en.wikipedia.org/wiki/3D_printing"">3D printing</a> is simple: A machine that is able to move in 3 directions, deposits a certain material on a platform according to a model generated with a computer, so that in the end, from raw materials, one gets a fully formed object, that previously only existed on the computer screen.

On the open source community these machines have been thriving and there are several models out there, with differences on the material they use to create the objects (plastic, metal, <a href=""http://www.sciencedaily.com/releases/2013/12/131218100227.htm"">live tissue</a>, <a href=""https://chocedge.com/3dprinting.php"">edibles</a>, resins), the way materials are deposited, and build complexity. The plans for building one can be downloaded for free, or kits can be bought (as in 19/02/14) for as little as 400€.

On the research framework, these machines can be used to print customizable lab equipment, such as a <a href=""http://www.thingiverse.com/thing:28298"">lab jack</a>, <a href=""http://www.thingiverse.com/thing:62693"">lens holder</a>, <a href=""http://www.thingiverse.com/thing:239105"">motorized micropositioners,</a> and <a href=""http://www.thingiverse.com/thing:159052"">micropippetes</a>. A good source of freely available models can be found at <a href=""http://www.thingiverse.com/"">thingiverse</a>.

Some examples of available printers are (the list is definitely, much bigger and not all printers listed here are open source):

<strong>Plastic deposition printers:</strong>

<a href=""http://reprap.org/wiki/RepRap"">RepRap</a>: The reprap is an open source project that hosts a family of printers, varying in build complexity and print volume. ""The RepRap is humanity's first general-purpose <a title=""wikipedia:Self-replicating machine"" href=""http://en.wikipedia.org/wiki/Self-replicating_machine"">self-replicating manufacturing machine</a>"", since a lot of the parts that compose the printers are 3D printed.

<a href=""http://www.k8200.eu/home/"">k8200:</a>  Sold as a kit by the Velleman company, the k8200 has a print volume of 20X20X20 cm.

<a href=""http://printrbot.com/"">printrbot</a>: This is one one of the many spinoff the RepRap project (also open source), it started out as a <a title=""Crowd funding"" href=""http://openeuroscience.wordpress.com/crowd-funding/"">kickstarter</a> campaign, focusing on being the first 3D printer under U$500.00.

<a href=""http://www.makerbot.com/"">Makerbot</a>: Has a family of already assembled 3D printers and 3D Scanners.

<a href=""https://www.ultimaker.com/"">Ultimaker</a>: Open source 3D printers. They have a pretty neat print resolution, that allows some very <a href=""http://davedurant.wordpress.com/2011/10/12/ultimaker-faq-but-what-about-the-quality-of-prints/"">nice prints.</a>

<a href=""http://deezmaker.com/"">Deezmaker</a>: This company offers more than one printer and they also run classes on arduino, 3d printing software and others.

<a href=""http://www.terawattindustries.com/"">Terawatt industries</a>: They offer a range of printers, some original designs and some terawatt flavour of already established printers

<strong>3D stereolithography printers:</strong>

<a href=""http://www.peachyprinter.com/"">Peachyprinter</a>: Although not in the market yet (19/02/14, they are still managing products for their crowdfunding campaigns), the project aims, via a very clever design, to bring down the costs of a 3D printer to the U$100.00 line.

<a href=""http://formlabs.com/"">Form 1</a>: On the high price spectrum.

<a href=""http://b9creator.com/"">B9creator</a>: Open source printer, their website host a store and also the blueprinters, so you can build one of these yourself.

<a href=""http://www.instructables.com/id/Build-a-Laser-3D-Printer-Stereolithography-at-Ho/"">Here is a DIY project.</a>

<strong>Metal printers:</strong>

The group of Prof. Joshua Pearce has developed an <a href=""http://www.appropedia.org/Open-source_metal_3-D_printer"">open source metal 3D printer</a>. A publication on IEEE can be found <a href=""http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&amp;arnumber=6678531"">here</a>.

[youtube http://www.youtube.com/watch?v=vvgyDjB18JY?feature=player_embedded&amp;w=640&amp;h=360]

<strong>3D print on demand</strong>

If you don't want to buy a 3D printer you can also get 3D prints on demand. Below are links for companies that will print a 3D model for you:

http://www.shapeways.com/

http://www.sculpteo.com/en/

www.meltwerk.com

www.trinckle.com

https://www.3dhubs.com/ - Not exactly a company, but a hub that logs printers of random people willing to print pieces for a fee

<strong>3D model repositories:</strong>

www.thingiverse.com

http://3dprint.nih.gov/

https://www.youmagine.com/",2,20140219,English
705,5,"Computer Vision and motion tracking software","Motion tracking can be really useful in neurosciences, for automatic measurements of behaviour, among other things. Here you'll find a small list of tracking softwares or libraries used to build such softwares:

&nbsp;

<strong>Complete softwares:</strong>
<ul>
	<li><a href=""http://ctrax.sourceforge.net/index.html"">Ctrax</a></li>
</ul>
<ul>
	<li>

[caption id="""" align=""alignnone"" width=""128""]<a href=""http://ctrax.sourceforge.net/images/ctrax-logo2b_128.png""><img src=""http://ctrax.sourceforge.net/images/ctrax-logo2b_128.png"" alt="""" width=""128"" height=""128"" /></a> taken from: http://ctrax.sourceforge.net/index.html[/caption]</li>
	<li>
<blockquote>Ctrax is an open-source, freely available, machine vision program for estimating the positions and orientations of many walking flies, maintaining their individual identities over long periods of time. It was designed to allow high-throughput, quantitative analysis of behavior in freely moving flies.</blockquote>
</li>
</ul>
&nbsp;
<ul>
	<li>The bio tracking project, designed for multiple object tracking, developed at Georgia tech:</li>
	<li><a href=""http://www.bio-tracking.org/"" target=""_blank"">http://www.bio-tracking.org/</a></li>
</ul>
[youtube http://www.youtube.com/watch?v=T5W0iplroSg?feature=player_embedded&amp;w=640&amp;h=360]

&nbsp;

&nbsp;
<ul>
	<li>Community Core Vision: Built with computer vision and machine sensing in mind, they mention multi touch applications as one of their focus on the website.</li>
	<li><a href=""http://ccv.nuigroup.com/"">http://ccv.nuigroup.com/</a></li>
</ul>
[youtube http://www.youtube.com/watch?v=oDpXGcTjJ2o?feature=player_embedded&amp;w=640&amp;h=360]

&nbsp;

&nbsp;
<ul>
	<li><a href=""http://derek.simkowiak.net/motion-tracking-with-python/"">Motion Tracking using python</a>: Independent developed software by Derek Simkowiak, in a project he ran a couple of years back with his daughter, to track Gerbills</li>
</ul>
[youtube http://www.youtube.com/watch?v=nXGan1JgrYs?feature=player_embedded&amp;w=640&amp;h=360]

&nbsp;

&nbsp;
<ul>
	<li><a href=""http://personal.ee.surrey.ac.uk/Personal/Z.Kalal/tld.html"">Tracking-Learning-Detection</a>: Developed by <a href=""http://personal.ee.surrey.ac.uk/Personal/Z.Kalal/index.html"">Zdenek Kalal</a> this software intends to track pretty much anything (object determination can be done via mouse) in real time and to learn features from the object as tracking goes on.</li>
</ul>
[youtube http://www.youtube.com/watch?v=1GhNXHCQGsM?feature=player_embedded&amp;w=640&amp;h=360]

&nbsp;

&nbsp;
<ul>
	<li> <a href=""http://openvisionc.sourceforge.net/"">Open Vision Control</a>: Developed on top of OpenCV (see below) in Python, it is a general purpose tracking software with several applications</li>
</ul>
[youtube http://www.youtube.com/watch?v=ECa4lUD-WFs?feature=player_detailpage&amp;w=640&amp;h=360]

&nbsp;

&nbsp;
<ul>
	<li>SwisTrack: Developed at EPFL, it is also a tracking system for multiple objects</li>
</ul>
[caption id=""attachment_744"" align=""aligncenter"" width=""300""]<a href=""http://openeuroscience.com/wp-content/uploads/2014/04/800px-swistrack4-ubuntu.png""><img class=""size-medium wp-image-744"" src=""http://openeuroscience.com/wp-content/uploads/2014/04/800px-swistrack4-ubuntu.png?w=300"" alt=""From http://en.wikibooks.org/wiki/Swistrack"" width=""300"" height=""211"" /></a> From http://en.wikibooks.org/wiki/Swistrack[/caption]
<ul>
	<li><a href=""http://infoscience.epfl.ch/record/85929"">http://infoscience.epfl.ch/record/85929</a></li>
	<li><a href=""http://infoscience.epfl.ch/record/125704"">http://infoscience.epfl.ch/record/125704</a></li>
</ul>
&nbsp;
<ul>
	<li><a href=""http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0042247"">Tracking software for Drosophila</a>, by Colomb <em>et al</em>.</li>
</ul>
&nbsp;

<strong>Computer vision/tracking libraries:</strong>

<a href=""http://opencv.org/"">Open CV</a> is a library for machine learning and computer vision. It is written for different computer languages and different operational systems.
<blockquote>The library has more than 2500 optimized algorithms, which includes a comprehensive set of both classic and state-of-the-art computer vision and machine learning algorithms. These algorithms can be used to detect and recognize faces, identify objects, classify human actions in videos, track camera movements, track moving objects, extract 3D models of objects, produce 3D point clouds from stereo cameras, stitch images together to produce a high resolution image of an entire scene, find similar images from an image database, remove red eyes from images taken using flash, follow eye movements, recognize scenery and establish markers to overlay it with augmented reality, etc.</blockquote>
&nbsp;

<a href=""http://www.simplecv.org/"">Simple CV</a> is a framework that tries to simplify the development of software that require computer vision/machine learning, since a lot of researchers have the necessity of building on such concepts, but sometimes don't have the time/training necessary to do so.",2,20140401,English
729,5,MobilECG,"From the <a href=""http://mobilecg.hu/"">MobilECG webpage</a>:
<blockquote>MobilECG is an USB-based <b>open source 12-lead clinical electrocardiograph</b>.
It is designed to meet all the relevant medical standards (ISO 60601-1, etc.).
Smaller than most ECGs on the market, and also has superior signal quality.
Works with PCs, notebooks, and Android tablets. Records all leads simultaneously.</blockquote>
[caption id=""attachment_731"" align=""aligncenter"" width=""300""]<a href=""http://openeuroscience.com/wp-content/uploads/2014/04/proto.jpg""><img class=""size-medium wp-image-731"" src=""http://openeuroscience.com/wp-content/uploads/2014/04/proto.jpg?w=300"" alt=""From: http://mobilecg.hu/proto.jpg"" width=""300"" height=""173"" /></a> From: http://mobilecg.hu/proto.jpg[/caption]

This enterprise went open source after their fund raising campaign didn't achieve the funds they wanted. In a noble move the creators decided that this shouldn't be a reason for this project to be left in a shelf somewhere. Now everyone can download plans, code and work with it.",2,20140406,English
735,2,"Data analysis and visualization","In this section you'll find tools for data analysis, such as statistical packages and tools for data visualization.

Some of the projects are:

<a title=""GNU Octave"" href=""http://openeuroscience.wordpress.com/software/data-analysis-and-visualization/gnu-octave/"">GNU Octave</a>

<a title=""Statistics: The R environment"" href=""http://openeuroscience.wordpress.com/software/statistics-r/"">R statistics software</a>

<a title=""NeuralEnsemble"" href=""http://openeuroscience.wordpress.com/software/neuralensemble/"">Neural Ensemble</a>

<a title=""EEG MEG Toolbox – Fieldtrip"" href=""http://openeuroscience.wordpress.com/software/eeg-meg-toolbox-fieldtrip/"">FieldTrip: EEG and MEG toolbox</a>

<a href=""http://openeuroscience.wordpress.com/software/data-analysis-and-visualization/brainbrowser/"">Brain Browser</a>

&nbsp;",2,20140406,English
739,4,BrainBrowser,"<a style=""text-indent:0;letter-spacing:normal;font-variant:normal;text-align:left;font-style:normal;font-weight:normal;line-height:22.39999961853px;color:#0c5390;text-transform:none;font-size:14px;white-space:normal;text-decoration:none;font-family:Helvetica, Arial, Tahoma, sans-serif;word-spacing:0;"" href=""https://brainbrowser.cbrain.mcgill.ca/"" target=""_blank"">BrainBrowser</a><span style=""text-indent:0;letter-spacing:normal;font-variant:normal;text-align:left;font-style:normal;display:inline !important;font-weight:normal;float:none;line-height:22.39999961853px;color:#333333;text-transform:none;font-size:14px;white-space:normal;font-family:Helvetica, Arial, Tahoma, sans-serif;word-spacing:0;""> is a collection of open source, web-based 3D data visualization tools, mainly for neuroimaging studies. It is built using open technologies such as WebGL and HTML5. It allows exploration of cortical surface models (MNI and Wavefront OBJ, as well as FreeSurfer ASCII surface format) and volumetric MINC data. This project is currently maintained by </span><a style=""text-indent:0;letter-spacing:normal;font-variant:normal;text-align:left;font-style:normal;font-weight:normal;line-height:22.39999961853px;color:#0c5390;text-transform:none;font-size:14px;white-space:normal;text-decoration:none;font-family:Helvetica, Arial, Tahoma, sans-serif;word-spacing:0;"" href=""http://www.tareksherif.ca/"" target=""_blank""><span class=""il"">Tarek</span> Sherif</a><span style=""text-indent:0;letter-spacing:normal;font-variant:normal;text-align:left;font-style:normal;display:inline !important;font-weight:normal;float:none;line-height:22.39999961853px;color:#333333;text-transform:none;font-size:14px;white-space:normal;font-family:Helvetica, Arial, Tahoma, sans-serif;word-spacing:0;""> at McGill University, and the source code is available on <a href=""https://github.com/aces/brainbrowser"" target=""_blank"">GitHub</a></span> (text provided by Tarek).

&nbsp;

[caption id=""attachment_740"" align=""aligncenter"" width=""300""]<a href=""http://openeuroscience.com/wp-content/uploads/2014/04/macacc.png""><img class=""size-medium wp-image-740"" src=""http://openeuroscience.com/wp-content/uploads/2014/04/macacc.png?w=300"" alt=""From https://brainbrowser.cbrain.mcgill.ca/"" width=""300"" height=""199"" /></a> From https://brainbrowser.cbrain.mcgill.ca/[/caption]",2,20140406,English
753,0,OpenBCI,"<del><a href=""http://www.openbci.com/"">OpenBCI</a> is an eight channel EEG system (on their <a href=""http://sourceforge.net/projects/openbci/?source=navbar"">source code</a>page, there are instructions on how to increase the number of channels!), that runs on top of Arduino (although the use of other microcontrollers are possible).</del>

<del>From the project website, they successfully finished a kickstarter campaign and are going to start selling this spring. But being a open source project, one can already download the <a href=""http://www.openbci.com/wp-content/uploads/2013/10/ADS_V2-2-Sch.pdf"">build plans</a> and <a href=""http://sourceforge.net/projects/openbci/?source=navbar"">software code</a> and start making EEG measurements.</del>

<a href=""http://www.openbci.com/"">OpenBCI</a> is a complete open source EEG system that can be built either on top of an Arduino (8-bit system), or on top of chipKIT (32-bit system), which gives the system more local memory and allows for faster speeds.

All software code and hardware (including a model for a 3D printable headset) plans can be found freely available at their <a href=""http://openbci.com/index.php/downloads"">download section</a> or at <a href=""https://github.com/OpenBCI"">GitHub.</a>

&nbsp;

<a href=""http://openbci.com/""><img class=""aligncenter size-medium wp-image-866"" src=""http://openeuroscience.com/wp-content/uploads/2014/10/headerlogofront.png?w=300"" alt=""headerlogofront"" width=""300"" height=""300"" /></a>

&nbsp;",2,20140418,English
758,2,"Intelligent hearing aid","Ojoshi at instructables.com has posted a manual on how to build this arduino based <a href=""http://www.instructables.com/id/Intelligent-Hearing-Aid/?ALLSTEPS"">hearing aid system</a>.

From his <a href=""http://www.instructables.com/id/Intelligent-Hearing-Aid/?ALLSTEPS"">instructables page</a>:
<blockquote>it has tuning functionality that allows the wearer to tune the amplification to his or her needs. It has a conversational mode which recognizes voice input and amplifies it while reducing background noise. It saves all data to memory so that the device can be quickly powered up and ready to use. This device also has a very easy user interface to keep operation quick and simple.</blockquote>
&nbsp;

If you are going to try and build this, take maximum care and do it at your own risk!

&nbsp;

&nbsp;

[caption id="""" align=""aligncenter"" width=""703""]<img src=""http://cdn.instructables.com/F5D/JQVI/HOUFWUWY/F5DJQVIHOUFWUWY.LARGE.jpg"" alt="""" width=""703"" height=""937"" /> from: http://cdn.instructables.com/F5D/JQVI/HOUFWUWY/F5DJQVIHOUFWUWY.LARGE.jpg[/caption]",2,20140418,English
772,1,"Nose poke device for rats using arduino and 3d printed parts","This is a small set of instructions on how to build a nose poke device for rats, using an arduino, some 3D printed parts (in this case a printrbot LC) and some cheap electronic components.

[youtube https://www.youtube.com/watch?v=br0bk5Qeep4?feature=player_detailpage&amp;w=640&amp;h=360]

All the files necessary to reproduce this can be found at: https://github.com/amchagas/poke_device_arduino

or

<a class=""cite-doi"" href=""http://dx.doi.org/10.6084/m9.figshare.1057762"">http://dx.doi.org/10.6084/m9.figshare.1057762</a>

Go to the readme.md file for the description.

The description is still not very detailed, but if something is not clear, do not hesitate to make contact! openeuroscience@gmail.com
<div>If you ever use this informatíon, please cite it like this:</div>
<div id=""citecontent"">Chagas, Andre Maia (2014): Nose poke device using 3d printed parts and Arduino. fig<b>share</b>.
<a class=""cite-doi"" href=""http://dx.doi.org/10.6084/m9.figshare.1057762"">http://dx.doi.org/10.6084/m9.figshare.1057762</a></div>",2,20140615,English
778,5,"Skinner box using a rasperry pi and python","This project was developed by <a href=""http://www.kscottz.com/about/"">Katherine Scott</a> to be presented at the PyCon 2014. She developed a skinner box for her pet rats using a raspberry pi and some 3D printed parts. The setup contain a food dispenser, a buzzer, levers, a camera to observe the animals and it is hooked in a way that everything can be controlled over the internet!

You can find the files for 3D parts <a href=""http://www.thingiverse.com/thing:296335"">here</a> and a better description of the project <a href=""http://www.kscottz.com/open-skinner-box-pycon-2014/"">here</a>

&nbsp;

[caption id="""" align=""aligncenter"" width=""3200""]<img src=""http://www.kscottz.com/wp-content/uploads/2014/04/IMG_20140409_014715.jpg"" alt="""" width=""3200"" height=""2368"" /> Skinner box and the electronics inside a plastic container[/caption]

&nbsp;

[youtube=http://www.youtube.com/watch?feature=player_detailpage&amp;v=grMfIoDgn9M]

&nbsp;",2,20140615,English
785,3,Wetware,"In this section you will find projects related to wetware, such as pcr machines, water baths and centrifuges.

<a title=""centrifuges"" href=""http://openeuroscience.com/hardware-projects/wetware/centrifuges/""> centrifuges</a>

<a title=""Open PCR"" href=""http://openeuroscience.com/hardware-projects/wetware/open-pcr/"">PCR machine</a>

<a title=""Open syringe pumps"" href=""http://openeuroscience.com/hardware-projects/wetware/916-2/"">Syringe pumps</a>

<a title=""Programable water bath"" href=""http://openeuroscience.com/hardware-projects/wetware/programable-water-bath/"">programable water bath</a>",2,20140701,English
789,0,"Programable water bath","&nbsp;

Using an arduino and a few off the shelf components, <a href=""http://luis.labfab.cc/"">Luis Zaman</a>, created a <a href=""http://blog.labfab.cc/?p=47"">programable water bath</a> (a fundamental piece of equipment for biology labs). The reasons for creating it are explained by Luis <a href=""http://blog.labfab.cc/?p=19"">here.</a>

[caption id="""" align=""alignnone"" width=""2448""]<img src=""http://blog.labfab.cc/wp-content/uploads/2013/12/2013-12-01-15.15.031.jpg"" alt="""" width=""2448"" height=""3264"" /> Water bath created by Luis Zaman. Image from blog.fablab.cc[/caption]

&nbsp;

&nbsp;

&nbsp;",2,20140701,English
800,6,"Lab management software","Since organisation of ideas, stocks, and projects is a major concern (or at least should be) of labs and researchers, here is a small compilation of cost free sofware to help out:

<a href=""https://www.quartzy.com/"">Quartzy</a> is a free web based application (supported by life sciences related companies) it focuses on sharing protocols, tracking orders, manage lab inventory and shared quipment management.

[youtube https://www.youtube.com/watch?v=_mZo-LkB7Xw?feature=player_embedded&amp;w=640&amp;h=360]

&nbsp;

<a href=""http://www.elabftw.net/"">eLabFTW</a> is a management system created by Nicolas Carpi. It is opensource (which means each lab can customize it for special needs), free and it can be installed locally. Its <a href=""https://demo.elabftw.net/login.php"">online demo version</a> focuses on experiment log, database (where drugs, chemicals, animal strains and etc can be logged) and team (where lab members can be listed).

&nbsp;

<a href=""http://www.exoplatform.com/"">eXo platform</a> is an open-source social-collaboration software designed for enterprises. It is full featured, based on standards, extensible and has an amazing design (description from their website). Also from their website, this is an intranet social network tool, that has the following features:

<a href=""http://openeuroscience.com/wp-content/uploads/2014/07/features.png""><img class=""aligncenter size-medium wp-image-805"" src=""http://openeuroscience.com/wp-content/uploads/2014/07/features.png?w=300"" alt=""features"" width=""300"" height=""254"" /></a>which makes this system suitbale for lab management as well.

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;",2,20140709,English
817,0,NeuroElectro,"<a href=""http://neuroelectro.org/"">NeuroElectro</a> wants to extract information about neuron types, morphology, electrophysiology properties from papers, using text mining algorithms and gathers them in a database.
<blockquote>Our goal is to facilitate the discovery of <a href=""http://neuroelectro.org/neuroelectro/neuron/clustering"">neuron-to-neuron relationships </a> and better understand the role of functional diversity across neuron types.

&nbsp;</blockquote>
[youtube https://www.youtube.com/watch?v=BucMrSUy0I8?feature=player_detailpage&amp;w=640&amp;h=360]

&nbsp;

&nbsp;",2,20140715,English
820,0,"Neuroimaging databases","In here is a small list of databases in the field on neuroimaging:

fMRI related databases:

<a href=""https://openfmri.org/"">OpenfMRI.org </a>is a project to make fMRI data freely available. It is hosted by Russ Poldrack at the university of Texas. From the project websit:
<blockquote>OpenfMRI.org is a project dedicated to the free and open sharing of functional magnetic resonance imaging (fMRI) datasets, including raw data.

The most successful current data sharing projects(...)  are focused primarily on sharing of processed data (...) The OpenfMRI project differs in that it provides the basis for sharing of complete raw fMRI datasets.

&nbsp;</blockquote>
<a title=""Statistics: The R environment"" href=""http://neurosynth.org"">Neurosynth</a>  is a wrapper  that “simply” turns paper data into images where brain active regions are mapped and allows for meta-analysis of processed  data. From the project website:
<blockquote>NeuroSynth is a platform for large-scale, automated synthesis of functional magnetic resonance imaging (fMRI) data extracted from published articles.

The Neurosynth website is essentially just a glorified wrapper around a set of open-source Python and JavaScript packages. In practice, this means you can use the tools we've made available to easily reproduce just about any images or data you find on this website. Most of the tools are hosted in our <a href=""http://github.com/neurosynth"">GitHub repository</a>.</blockquote>
<a href=""http://www.oasis-brains.org/"">Oasis brains</a> is better described by the developers:
<blockquote>The Open Access Series of Imaging Studies (OASIS) is a project aimed at making MRI data sets of the brain freely available to the scientific community

OASIS is made available by the Washington University Alzheimer’s Disease Research Center, Dr. Randy Buckner at at Harvard University, the <a href=""http://nrg.wustl.edu"" target=""_blank"">Neuroinformatics Research Group (NRG)</a> at Washington University School of Medicine, and the <a href=""http://www.nbirn.net"" target=""_blank"">Biomedical Informatics Research Network (BIRN)</a>.<b>
</b></blockquote>
&nbsp;

<a href=""http://coins.mrn.org/"">Coins</a>, The <b>Co</b>llaborative <b>I</b>nformatics and <b>N</b>euroimaging <b>S</b>uite, is a suite developed to allow data storage, sharing and communication among investigators and institutions. Currently the systems allows fMRI, MRI, EEG, ERP, and MEG data to be uploaded

&nbsp;

&nbsp;",2,20140715,English
826,0,"Data repositories","In here are some examples of tools that can be used to share/store data collected. Published a paper and think that people would benefit from looking at the raw data? Want to make that data that has been stored for years useful? Here you'll find some options on how to do it.

<a href=""http://figshare.com/about"">FigShare</a>: Free repository that allows storage of any sort of files (data, code, schematics) and gives each of them a digital object identifier (also keeping track to any changes made), which makes them citable. Also the website has tools to share the data.

[caption id=""attachment_1270"" align=""aligncenter"" width=""167""]<img class=""wp-image-1270 size-full"" src=""http://openeuroscience.com/wp-content/uploads/2014/07/full-logo.png"" width=""167"" height=""52"" /> figshare.com[/caption]

&nbsp;

<a href=""http://datadryad.org/"">Dryad</a>: Repository for data, works in a similar way to Figshare, but Dryad also has a data submission system integrated with a (growing) number of journals, so that paper submissions are synchronized with the data sharing.

&nbsp;

&nbsp;",2,20140715,English
829,2,"Open source brain","The <a href=""http://www.opensourcebrain.org/"">open source brain</a> project is a database of computational models of neural systems.  From the website:
<blockquote><strong>Open Source Brain</strong> is a resource for sharing and collaboratively developing <a href=""http://en.wikipedia.org/wiki/Computational_neuroscience"" target=""_blank""> computational models of neural systems</a>. (...)
OSB will provide advanced facilities to analyse, visualise and transform models (...), and to connect researchers interested in models of specific neurons, brain regions and disease states.</blockquote>",2,20140715,English
861,3,"Red Pitaya","<a href=""http://redpitaya.com/?skip_intro=yes"">Red Pitaya</a> is an open source microcontroller that has digital input and outputs and really powerfull analog inputs and outputs. It allows connection over ethernet and programming of custom routines. The system is powerful enough to have application in mostly all branches of neuroscience labs: oscilloscopes, signal generators and even a candidate for recording systems.

<a href=""http://redpitaya.com/?skip_intro=yes""><img class=""aligncenter size-medium wp-image-862"" src=""http://openeuroscience.com/wp-content/uploads/2014/10/red_pitaya.png?w=242"" alt=""red_pitaya"" width=""242"" height=""300"" /></a>",2,20141010,English
869,1,OpenHardwareExG,"<a href=""http://openelectronicslab.github.io/OpenHardwareExG/"">OpenHardwareExG:</a> is a project that provides both open source hardware and software for the measurement and analysis of different types of biosignals
<blockquote>is a platform for ECG, EEG, EMG, ENG, EOG, and evoked potential applications.

The OpenHardwareExG platform was originally developed as part of the <a href=""http://openelectronicslab.github.io/eeg-mouse/""> eeg-mouse</a> project.

<img class=""alignnone"" src=""https://raw.githubusercontent.com/OpenElectronicsLab/eeg-mouse-notes/master/images/OpenHardwareExG-rev1-in-case.800.jpg"" alt="""" width=""800"" height=""600"" /></blockquote>",2,20141010,English
877,5,Addgene,"<a href=""http://www.addgene.org/"">Addgene</a> is a non-profit company that makes the share of plasmids easier by making a plasmid database and linking them to the papers where they were described. In this way they take on the job of maintaining plasmids and shipping them to requesting scientists.

<img class=""alignnone"" src=""http://www.addgene.org/static/images/home/logo.png"" alt="""" width=""256"" height=""72"" />",2,20141010,English
885,5,"Genome RNAi","<blockquote><a href=""http://www.genomernai.org/Index"">GenomeRNAi   </a>is a database containing phenotypes from RNA interference (RNAi) screens in Drosophila and Homo sapiens. In addition, the database provides an updated resource of RNAi reagents and their predicted quality.

&nbsp;</blockquote>",2,20141017,English
889,2,Fiji,"<a href=""http://fiji.sc/Fiji"">Fiji</a> is a distribution of ImageJ. The idea of the developers is to make the life of scientists easier by bundling ImageJ with nicely organised plugins and auto update function.
<blockquote>Fiji compares to ImageJ as Ubuntu compares to Linux.</blockquote>",2,20141017,English
891,0,centrifuges,"In this section you'll find projects for open source centrifuges:

<a title=""DremelFuge"" href=""http://openeuroscience.wordpress.com/hardware-projects/wetware/centrifuges/dremelfuge/"">DremelFuge</a> - a very simple centrifuge that uses a Dremel and a 3D printed base where to place eppendorfs

<a title=""GogoFuge"" href=""http://openeuroscience.wordpress.com/hardware-projects/wetware/centrifuges/gogofuge/"">GogoFuge </a>- an adaptation of the Dremel Fuge, turning it into a tabletop centrifuge with added vortex capabilities

<a title=""OpenFuge"" href=""http://openeuroscience.wordpress.com/hardware-projects/wetware/centrifuges/openfuge/"">OpenFuge</a> - another tabletop centrifuge, similar to the GogoFuge",2,20141017,English
893,0,DremelFuge,"<a href=""http://www.thingiverse.com/thing:1483"">DremelFuge</a> is a very simple and clever centrifuge. It takes advantage of 3d printing technology to print an adaptor that goes on to a Dremel (a precision tool that has really high rotation rates). It was created by <a href=""http://www.thingiverse.com/cathalgarvey/about"">Cathal</a>

<img class=""alignnone"" src=""http://thingiverse-production.s3.amazonaws.com/renders/ff/74/4c/b2/c4/2009-12-30-023824_display_large_preview_featured.jpg"" alt="""" width=""628"" height=""472"" />",2,20141017,English
895,2,GogoFuge,"<a href=""http://diybio.org/2012/06/12/gogofuge/"">GogoFuge</a> is a good example of the power of opensource designs. IT was based on the idea of the <a title=""DremelFuge"" href=""http://openeuroscience.wordpress.com/hardware-projects/wetware/centrifuges/dremelfuge/"">DremelFuge</a> and altered to be a tabletop centrifuge with vortex capability. It was created by <a href=""http://fablabatschool.org/profile/KeeganCooke"">Keegan Cooke</a>

[youtube https://www.youtube.com/watch?v=Qcl04sqXqY4?feature=player_detailpage&amp;w=640&amp;h=360]

&nbsp;",2,20141017,English
899,5,OpenStage,"<a href=""http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0088977"">Open stage</a> is a low-cost motorised microscope stage capable of movement in the micrometer range. It features manual control via a control-pad, different movement velocities and pc communication through the serial port. The authors also state that due to its simplicity, the system could be used to drive micromanipulators and other devices

[caption id="""" align=""alignnone"" width=""441""]<img src=""http://www.plosone.org/article/fetchObject.action?uri=info:doi/10.1371/journal.pone.0088977.g001&amp;representation=PNG_M"" alt="""" width=""441"" height=""600"" /> http://www.plosone.org/article/fetchObject.action?uri=info:doi/10.1371/journal.pone.0088977.g001&amp;representation=PNG_M[/caption]",2,20141017,English
902,4,"Open syringe pump 1","The <a href=""http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0107216"">open source syringe pump</a> is a system built using 3d printed parts, stepper motors and a raspberry pi. It costs 5% or less than commercial available systems and can be calibrated and customized for different applications.

[caption id="""" align=""alignnone"" width=""4906""]<img class="""" src=""http://www.plosone.org/article/fetchObject.action?uri=info:doi/10.1371/journal.pone.0107216.g005&amp;representation=PNG_L"" alt="""" width=""4906"" height=""1970"" /> http://www.plosone.org/article/fetchObject.action?uri=info:doi/10.1371/journal.pone.0107216.g005&amp;representation=PNG_L[/caption]",2,20141017,English
